year,num_stars,num_planets,num_habitable_planets,num_life,num_complex_life,num_intelligent_life,num_cultural_life,N,N_extinct
45000000,2658616246.861627,1063446498.7446507,11676537.909840101,164577.88959804256,1700.503889858056,65.07896080554085,3.490456935154767,0.4475481445845201,2.8546236618268415
46000000,2716752414.8943515,1086700965.9577405,12202422.890257508,175960.41212218552,1861.0489676902994,72.85338019202106,3.920878384948147,0.5042079719511879,3.3021718064113617
47000000,2774848024.687225,1109939209.8748899,12739672.161791248,187851.4555265989,2032.6337907504467,81.34565916993587,4.392314360397766,0.5664085995403408,3.8063797783625497
48000000,2832903107.434724,1133161242.9738894,13288271.930647798,200261.7418906942,2215.745781342778,90.60334681155705,4.907568658742336,0.6345386983527052,4.37278837790289
49000000,2890917694.305399,1156367077.7221594,13848208.416169418,213201.9688694808,2410.8822566344797,100.67593454289003,5.469563418031072,0.7090037847677988,5.007327076255596
50000000,2948891816.441899,1179556726.5767593,14419467.850822413,226682.8097310944,2618.5503895600395,111.6148858944024,6.081341007010019,0.7902264986755823,5.716330861023394
51000000,3006825504.960992,1202730201.9843967,15002036.480185382,240714.91339427617,2839.2671698216145,123.47366576340488,6.746065884207549,0.8786468771001951,6.506557359698976
52000000,3064718790.953591,1225887516.3814363,15595900.562937487,255308.90446580263,3073.559364985181,136.3077691934009,7.46702642655398,0.974722623364759,7.385204236799171
53000000,3122571705.484774,1249028682.1939096,16201046.370846737,270475.38327786664,3321.963481672274,150.17474967566707,8.247636727866876,1.0789293718457427,8.359926860163931
54000000,3180384279.593809,1272153711.8375237,16817460.18875827,286224.925925409,3585.025726847116,165.1342469782741,9.091438367530273,1.1917609483648717,9.438856232009673
55000000,3238156544.2941756,1295262617.7176702,17445128.314582653,302568.0843034014,3863.301969198956,181.24801450770462,10.002102149692705,1.3137296262661196,10.630617180374545
